feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,label
-1.8507216865930227,3.0153484824942716,-1.1819440771709944,-1.1610961721482067,0.3032301884100771,1.938974244648739,0.09945590643220216,-0.710470330670343,0.8864848404463368,0.37308131089339874,0.5129798982849998,-0.02424777843555535,-1.2082886899699883,1.1510503767153057,0.5465915500459883,1.1036386211906988,5.391515027982148,0.2023845798725254,0.512724413579673,2.523790149294337,-1.1978715335062462,1.4144258877181672,-0.21939535855298972,-1.309135577710857,-1.423675788081452,-1.3265761229043609,-2.7043860503974355,-0.8289508543915216,-0.10389483981938419,-0.20334260201633322,-0.15849715511355386,-0.8681201334787447,-1.4859599721652392,0.06256187129273427,2.038323306548764,1.8553873472450668,1.10533417222937,0.15212755214525497,-2.073073239192437,-0.36553315687652227,1.1047356299941662,1.7081775930109107,-0.11653171004608422,-0.00909204227282224,1.586909580552142,-0.46345297743755054,-0.33985052812486394,1.0724166563290716,1.410503802659678,2.7188220627023707,0
0.9371837131126546,0.40321467568230773,-0.8554534328574772,-1.669244186659332,0.4548904168102485,-0.17550996878467884,-1.0145148842059417,-0.29638170311236367,-2.1440220415746234,-0.9752744945964336,-1.3412078452791478,0.038499797963182175,1.4365003078194118,-0.06648209911026988,-0.8026361612441157,-0.09668578469365371,4.753469900824294,-1.0912116878190121,0.3826047071492075,-0.6363496102038264,0.13969378400567287,-2.087149900170772,-0.019554841058793005,-1.0591873232977986,0.19208553718933657,0.8695216601312692,6.818244822920591,0.14164850871349058,1.72870156336649,-0.7817079692801455,0.5858361050691776,-0.11833444637921847,-0.5591905764201164,2.148505638129827,-0.2368400674550975,3.253614522427512,1.4284014525369229,-2.6138437584902565,-1.262640799255403,0.4310681067287661,-1.8143815242960881,1.3681744048037066,-0.8300514773567221,-2.1573926738578675,1.6495907022568772,-1.2762343419206619,-1.433997499189528,0.09353356968891358,-0.7024987644760642,0.5626022607854892,0
0.04314437980974442,-3.4125539877609214,2.133132762320054,-0.5204772159166341,9.501865431625378,5.602198697619868,-0.13239578422804454,0.8351820972198243,-4.779424587568375,-1.3276112861319862,-4.67235731870532,-0.6107096896689607,-0.48520013564817105,-5.781148864764557,-6.797861238913471,0.04915881002672447,-12.752671739138384,1.704444264235991,1.3713761218638059,-0.8359363189348136,-4.296261871381853,-0.4825050098247084,0.7160463622914486,0.3058844217322247,-1.8192690902813191,-0.9554640835341814,3.702345045158706,-0.32762770579515005,0.5577134924526985,-1.166370944230325,0.9739968880121967,-0.23057618944496988,0.9153619368049034,1.6499145362297578,-2.811726728229941,-0.17981630495338585,-0.7910996910848761,-2.6828721888140823,1.1865697490637772,0.7592028834996914,0.21159865067475406,-3.3595965224096886,-0.5868750999222513,0.12175219845548584,0.238509397633713,3.2866380919334057,2.3699291781310285,0.6402471209915036,-0.222683383526397,2.9333311892924074,1
-1.5264764271180304,-1.611276222441499,-4.141732410649123,-1.7828990778564855,0.8360483657469894,-0.03912758137382877,-0.3238806989511613,-1.2462434619974134,-0.795020421303047,3.6282155370301594,-6.675476442002995,-0.6442361055572201,0.9536484316044904,1.3413467535630998,2.968869753304535,-0.29750131390608436,4.486327651108852,0.7817026961033524,0.8332696335293832,-0.46892466533147675,-4.829429717159268,-0.30804852279869105,0.29071480758793183,0.025898130908339777,0.8079213202576784,0.10292920896634661,2.2381037650309805,-2.0085533237136066,0.02345724627281139,-1.7790887607102106,-0.8449278273878235,1.2177248706156323,-0.1392739788213025,6.896642192112807,-3.313677399825954,5.255946363306932,-1.3597220877189276,-0.9435413534323539,-2.7944719080942546,0.5051755041640192,0.28113071358139924,-3.0001581403816884,-0.29921590658224756,-0.9786583721817415,0.3640439260608584,-0.05313460721745766,0.0727022261405082,-0.3052079626227798,0.45108273384358816,1.7784396756910477,2
0.8172708648413342,-0.11295336309967852,0.4443615532812655,-2.5680071666651294,-1.5297102139590308,-0.8368065664144921,1.8668447329876352,-0.1028961103321415,0.8217715045205514,0.42443417905958125,0.931246519289774,-0.7323601416267644,-0.11157942777419162,-0.5080075824837761,1.0273427378525408,0.751563314030978,4.6054204360185125,1.0002013707085604,-0.10265415760113153,0.773333858049051,-0.35215202501987436,-0.26720301584830314,0.613922945420166,1.0171498504021412,0.5010128724138132,0.604829439924241,1.6903876918111733,-1.994643797648293,-0.6526844996367741,0.33098572077196164,-0.8718011098944302,0.647737295694333,0.22000416759884361,2.9997405426190533,0.46639945098555796,3.1206217229681195,-0.40180544460615814,0.05583808116324951,-0.5117598545859635,0.7528040955389614,0.694685549008371,0.15029130446659789,0.25808222554910154,-0.3677621556498872,-0.7578983842626326,-0.3739469071968915,0.555675116637021,0.3269328910331235,0.763195681179348,1.4639358143668626,1
0.1067963573864212,0.44071696902007695,1.8494427285084734,0.37791854133358005,2.2339484179222664,2.2991068390666154,-0.04962348368254091,-1.1388588934581665,1.5349496646575966,1.2312934768673023,-1.1481820989503082,0.49811976775372047,0.4403792272280213,-6.948550245476786,0.5905220095486635,-0.9816440180750345,1.8431031333047465,0.30526010052324337,-0.914593086809126,1.1152816026898855,-2.3672939670893043,0.020771415270447884,0.6109553688996703,0.15678888921302425,-0.23607329457779225,0.3319197678577885,2.626576918876938,0.08585666003616278,-0.7888544424062196,1.9973359840149196,0.8927091978109215,-0.540777489809765,0.7553066510696724,-2.9244567786763667,-1.7699050521263822,1.6167889912049964,0.07520009302493458,-3.3181069065758972,0.2966933585324145,0.02946569336400789,-1.254398528266407,0.803000830005731,-1.0916162957257098,1.2171405314261103,2.0043725538138597,1.746251770317358,-0.12847387595946205,-0.990863302987364,-0.35415185685046574,1.2043900271578267,1
1.4928066253884849,0.9932382308029308,-1.669373322205299,0.037968861744684224,1.9519096747395381,0.5663731527473315,2.4943345321941113,0.5916010170351799,-0.9241031243357434,1.5507349949203297,-3.490211638928615,0.5930232974748325,-1.6352535443717093,2.123802493818476,1.6765973801572007,-1.1773339893619155,-3.285525624104366,-0.7156002933491871,0.20091100368393833,0.6098350300510854,-2.4961046153224884,1.3653748943263313,0.595303056494397,-1.5595491795245335,0.5423646915201387,1.3564022920461303,-1.9723750653096614,0.36093148813619147,0.9245476118410006,-0.9415777849964508,1.0980623471446584,-0.06989169552205815,-0.5767496450350208,-1.0082595094317097,-3.1276151767760623,-1.069011079037013,-2.5567912164538775,0.27639288865992984,-0.46296503728971616,0.9682809543402919,-0.4053941584368765,-1.9301315900161296,1.0990587973079373,-0.2876937630918607,1.4326843133102412,0.7535972352476363,-0.047525768098474724,-1.5350209720211934,-0.5429422476258209,-1.228991896681122,2
0.8053218530417691,-2.288074264165489,4.186718043640674,-0.473988619841918,0.24210373734065987,1.2498482177311008,-0.6132300603545546,-0.6677742561896377,-0.9932350035879396,-1.5204967704778771,3.117692152864198,0.9198260949960381,0.47068145817736273,0.868190236168946,-5.582279666862461,0.8391691064103003,-5.548995446324189,-1.9647521059081154,1.1420442983483856,-0.878477328894235,5.5526907265100895,-0.985742903304726,-0.053242049705254514,1.4606210135027025,1.3108182084345827,-0.4566930881316505,-1.0994398392207068,-0.07563674781939153,0.0712344848907991,0.06893939688530755,-0.11789774167512505,1.3094768613463432,0.7513772962882646,10.710384073804184,6.153314780294899,0.01972057874714439,-0.5642326289611861,1.5716766471108174,-1.9937895181018117,-2.6186851564842084,2.028783422400209,-2.216327144952719,1.1918241196119541,0.7483930169463024,1.090892631826404,-3.080687638983582,-0.20008895754281106,0.9337150207331149,0.14165764339865147,1.318371767788092,1
-0.5135813846335746,-0.44956554109507907,1.1557111520277763,0.3488584871800174,3.2372025357908507,2.9780198680780576,-0.457225201104591,0.021357909823509397,1.0942859731089136,5.057480952210415,1.2191449495043014,2.4459653434902213,0.6926478764882487,-1.1404319465476374,1.0939267414395735,-1.053887861372593,-1.392442744573381,-0.09553794900967753,0.9133537864337543,0.43877467435611367,-1.23651864056923,-0.4598881427675944,0.2419151326663837,-0.5555681276468415,0.6185591212389135,-0.40009491515835155,-2.953888095329046,1.3761396786424474,-0.36045012792019604,-0.4834108046939593,-0.35882662600977433,3.4344957285732596,-0.5997780698468673,6.70183533664763,0.22521881625730536,1.5801251614037426,-0.40070157634804077,0.7246344452242142,-1.05542611579588,-0.482035676186891,1.1057566875341744,-2.543117920759451,0.5373476944504776,1.0043511979047766,-0.8125444329965709,-1.9979863120078545,-1.6018383632914135,-1.522938324830699,-0.6876026167444064,1.1251220113326372,1
-0.3732464942926089,1.4020910398824367,-0.897059984642535,-0.473822431090162,-1.1988664077428186,-0.57627558695003,-1.327470824916103,0.12222424446987457,-0.7860829201810404,-2.466735289197048,-2.6758739509328677,-1.4915283705421363,0.4707628091477981,0.9295303306324781,-0.7365100576672445,-0.8388917420094674,3.5454726168367587,0.6852558218279713,1.162723732401465,-0.3870647315359271,0.8285462604742514,-1.423167101011648,-0.6745749698072023,0.34011589652696833,-1.1016844235370002,-0.41466092850396785,2.7985375541722752,-0.5908880310290381,-0.9676784534398083,1.9244927100469147,1.85714708756618,0.12154041105284345,-1.1912167175526973,-0.9671135938300415,0.7700274864901882,1.1212238678879896,-1.3634834304489882,-1.9921810896631913,-2.007481414641708,-0.9481629014032276,1.025320960195237,1.3084857738275626,0.5438392062900989,-1.438281937143273,-0.5706310269850984,-0.00015474279921567913,-0.3255140210167169,0.18148161033879934,1.0215007572330046,0.4278282775428993,0
